Name,Menu,Score,Reviewcount,Addr,Link
별미곱창 3호점,"곱창,막창",3.8, 232,서울 송파구 오금로11길 14,https://place.map.kakao.com/983993205
봉피양 방이점 본관,냉면,3.6, 162,서울 송파구 양재대로71길 5,https://place.map.kakao.com/8364935
해주냉면,냉면,3.3, 303,서울 송파구 백제고분로7길 8-16 1층,https://place.map.kakao.com/25049102
고도식,"육류,고기",3.8, 404,서울 송파구 백제고분로45길 28,https://place.map.kakao.com/2017667910
잠수교집 3호점,삼겹살,3.6, 207,서울 송파구 송파대로49길 51,https://place.map.kakao.com/1709020622
벨라스가든,카페,3.7, 194,서울 송파구 백제고분로41길 42-19,https://place.map.kakao.com/1877651691
오레노라멘 송파점,일본식라면,4.5, 253,서울 송파구 백제고분로45길 17-3 1층 102호,https://place.map.kakao.com/1087614547
산들해 송파점,한정식,3.0, 46,서울 송파구 위례성대로 6 현대토픽스 2층,https://place.map.kakao.com/13337591
오향가 가락본점,"족발,보쌈",4.1, 216,서울 송파구 송이로 106,https://place.map.kakao.com/16447083
청와옥 본점,순대,3.2, 585,서울 송파구 위례성대로 48 반도빌딩 1층 102호,https://place.map.kakao.com/1677426767
갓잇 송리단길점,양식,4.0, 404,서울 송파구 백제고분로45길 4-14 트리비유 1층,https://place.map.kakao.com/1807739168
라라브레드 송파점,디저트카페,3.8, 564,서울 송파구 오금로16길 4,https://place.map.kakao.com/702337989
다운타우너 잠실,햄버거,4.0, 707,서울 송파구 백제고분로45길 3 1층,https://place.map.kakao.com/1951923315
몽중헌 방이점,중화요리,4.0, 148,"서울 송파구 위례성대로 10 S타워 20, 21층",https://place.map.kakao.com/19452961
청와옥 석촌호수직영점,순대,3.3, 624,서울 송파구 삼학사로 96,https://place.map.kakao.com/1228208521
별미곱창 3호점,"곱창,막창",3.8, 232,서울 송파구 오금로11길 14,https://place.map.kakao.com/983993205
봉피양 방이점 본관,냉면,3.6, 162,서울 송파구 양재대로71길 5,https://place.map.kakao.com/8364935
해주냉면,냉면,3.3, 303,서울 송파구 백제고분로7길 8-16 1층,https://place.map.kakao.com/25049102
고도식,"육류,고기",3.8, 404,서울 송파구 백제고분로45길 28,https://place.map.kakao.com/2017667910
잠수교집 3호점,삼겹살,3.6, 207,서울 송파구 송파대로49길 51,https://place.map.kakao.com/1709020622
벨라스가든,카페,3.7, 194,서울 송파구 백제고분로41길 42-19,https://place.map.kakao.com/1877651691
오레노라멘 송파점,일본식라면,4.5, 253,서울 송파구 백제고분로45길 17-3 1층 102호,https://place.map.kakao.com/1087614547
산들해 송파점,한정식,3.0, 46,서울 송파구 위례성대로 6 현대토픽스 2층,https://place.map.kakao.com/13337591
오향가 가락본점,"족발,보쌈",4.1, 216,서울 송파구 송이로 106,https://place.map.kakao.com/16447083
청와옥 본점,순대,3.2, 585,서울 송파구 위례성대로 48 반도빌딩 1층 102호,https://place.map.kakao.com/1677426767
갓잇 송리단길점,양식,4.0, 404,서울 송파구 백제고분로45길 4-14 트리비유 1층,https://place.map.kakao.com/1807739168
라라브레드 송파점,디저트카페,3.8, 564,서울 송파구 오금로16길 4,https://place.map.kakao.com/702337989
다운타우너 잠실,햄버거,4.0, 707,서울 송파구 백제고분로45길 3 1층,https://place.map.kakao.com/1951923315
몽중헌 방이점,중화요리,4.0, 148,"서울 송파구 위례성대로 10 S타워 20, 21층",https://place.map.kakao.com/19452961
청와옥 석촌호수직영점,순대,3.3, 624,서울 송파구 삼학사로 96,https://place.map.kakao.com/1228208521
별미곱창 3호점,"곱창,막창",3.8, 232,서울 송파구 오금로11길 14,https://place.map.kakao.com/983993205
봉피양 방이점 본관,냉면,3.6, 162,서울 송파구 양재대로71길 5,https://place.map.kakao.com/8364935
해주냉면,냉면,3.3, 303,서울 송파구 백제고분로7길 8-16 1층,https://place.map.kakao.com/25049102
고도식,"육류,고기",3.8, 404,서울 송파구 백제고분로45길 28,https://place.map.kakao.com/2017667910
잠수교집 3호점,삼겹살,3.6, 207,서울 송파구 송파대로49길 51,https://place.map.kakao.com/1709020622
벨라스가든,카페,3.7, 194,서울 송파구 백제고분로41길 42-19,https://place.map.kakao.com/1877651691
오레노라멘 송파점,일본식라면,4.5, 253,서울 송파구 백제고분로45길 17-3 1층 102호,https://place.map.kakao.com/1087614547
산들해 송파점,한정식,3.0, 46,서울 송파구 위례성대로 6 현대토픽스 2층,https://place.map.kakao.com/13337591
오향가 가락본점,"족발,보쌈",4.1, 216,서울 송파구 송이로 106,https://place.map.kakao.com/16447083
청와옥 본점,순대,3.2, 585,서울 송파구 위례성대로 48 반도빌딩 1층 102호,https://place.map.kakao.com/1677426767
갓잇 송리단길점,양식,4.0, 404,서울 송파구 백제고분로45길 4-14 트리비유 1층,https://place.map.kakao.com/1807739168
라라브레드 송파점,디저트카페,3.8, 564,서울 송파구 오금로16길 4,https://place.map.kakao.com/702337989
다운타우너 잠실,햄버거,4.0, 707,서울 송파구 백제고분로45길 3 1층,https://place.map.kakao.com/1951923315
몽중헌 방이점,중화요리,4.0, 148,"서울 송파구 위례성대로 10 S타워 20, 21층",https://place.map.kakao.com/19452961
청와옥 석촌호수직영점,순대,3.3, 624,서울 송파구 삼학사로 96,https://place.map.kakao.com/1228208521
별미곱창 3호점,"곱창,막창",3.8, 232,서울 송파구 오금로11길 14,https://place.map.kakao.com/983993205
봉피양 방이점 본관,냉면,3.6, 162,서울 송파구 양재대로71길 5,https://place.map.kakao.com/8364935
해주냉면,냉면,3.3, 303,서울 송파구 백제고분로7길 8-16 1층,https://place.map.kakao.com/25049102
고도식,"육류,고기",3.8, 404,서울 송파구 백제고분로45길 28,https://place.map.kakao.com/2017667910
잠수교집 3호점,삼겹살,3.6, 207,서울 송파구 송파대로49길 51,https://place.map.kakao.com/1709020622
벨라스가든,카페,3.7, 194,서울 송파구 백제고분로41길 42-19,https://place.map.kakao.com/1877651691
오레노라멘 송파점,일본식라면,4.5, 253,서울 송파구 백제고분로45길 17-3 1층 102호,https://place.map.kakao.com/1087614547
산들해 송파점,한정식,3.0, 46,서울 송파구 위례성대로 6 현대토픽스 2층,https://place.map.kakao.com/13337591
오향가 가락본점,"족발,보쌈",4.1, 216,서울 송파구 송이로 106,https://place.map.kakao.com/16447083
청와옥 본점,순대,3.2, 585,서울 송파구 위례성대로 48 반도빌딩 1층 102호,https://place.map.kakao.com/1677426767
갓잇 송리단길점,양식,4.0, 404,서울 송파구 백제고분로45길 4-14 트리비유 1층,https://place.map.kakao.com/1807739168
라라브레드 송파점,디저트카페,3.8, 564,서울 송파구 오금로16길 4,https://place.map.kakao.com/702337989
다운타우너 잠실,햄버거,4.0, 707,서울 송파구 백제고분로45길 3 1층,https://place.map.kakao.com/1951923315
몽중헌 방이점,중화요리,4.0, 148,"서울 송파구 위례성대로 10 S타워 20, 21층",https://place.map.kakao.com/19452961
청와옥 석촌호수직영점,순대,3.3, 624,서울 송파구 삼학사로 96,https://place.map.kakao.com/1228208521
별미곱창 3호점,"곱창,막창",3.8, 232,서울 송파구 오금로11길 14,https://place.map.kakao.com/983993205
봉피양 방이점 본관,냉면,3.6, 162,서울 송파구 양재대로71길 5,https://place.map.kakao.com/8364935
해주냉면,냉면,3.3, 303,서울 송파구 백제고분로7길 8-16 1층,https://place.map.kakao.com/25049102
고도식,"육류,고기",3.8, 404,서울 송파구 백제고분로45길 28,https://place.map.kakao.com/2017667910
잠수교집 3호점,삼겹살,3.6, 207,서울 송파구 송파대로49길 51,https://place.map.kakao.com/1709020622
벨라스가든,카페,3.7, 194,서울 송파구 백제고분로41길 42-19,https://place.map.kakao.com/1877651691
오레노라멘 송파점,일본식라면,4.5, 253,서울 송파구 백제고분로45길 17-3 1층 102호,https://place.map.kakao.com/1087614547
산들해 송파점,한정식,3.0, 46,서울 송파구 위례성대로 6 현대토픽스 2층,https://place.map.kakao.com/13337591
오향가 가락본점,"족발,보쌈",4.1, 216,서울 송파구 송이로 106,https://place.map.kakao.com/16447083
중앙해장,해장국,4.0, 730,서울 강남구 영동대로86길 17 육인빌딩 1층,https://place.map.kakao.com/27531028
스케줄 청담,양식,3.0, 485,서울 강남구 선릉로152길 37 지하1층,https://place.map.kakao.com/1950123074
팀호완 삼성점,중식,3.5, 592,서울 강남구 봉은사로86길 30 1층,https://place.map.kakao.com/1770731230
카페노티드 청담,디저트카페,3.7," 1,718",서울 강남구 도산대로53길 15 1층,https://place.map.kakao.com/348276052
호족반 청담,퓨전한식,3.6, 550,서울 강남구 언주로164길 39,https://place.map.kakao.com/856589054
꽁티드툴레아 도산점,테마카페,3.2, 675,서울 강남구 도산대로49길 39 1층,https://place.map.kakao.com/179244712
구구당,퓨전요리,3.8, 748,서울 강남구 강남대로102길 35,https://place.map.kakao.com/260283466
카페캠프통 압구정살롱점,디저트카페,3.5, 763,서울 강남구 압구정로42길 27,https://place.map.kakao.com/858715549
랑데자뷰 강남점,카페,3.3, 576,서울 강남구 봉은사로6길 39 1층,https://place.map.kakao.com/714214219
다운타우너 청담,햄버거,4.2, 609,서울 강남구 도산대로53길 14 1층,https://place.map.kakao.com/1458885971
블루보틀 역삼 카페,카페,3.2, 184,서울 강남구 테헤란로 129 강남N타워 1층,https://place.map.kakao.com/495658881
바비레드 강남본점,양식,4.5, 838,서울 강남구 봉은사로6길 39 지하1층,https://place.map.kakao.com/18076495
진미평양냉면,냉면,3.7, 524,서울 강남구 학동로 305-3 정각빌딩 1층,https://place.map.kakao.com/27584230
영천영화 청담점,"육류,고기",3.5, 200,서울 강남구 도산대로90길 3,https://place.map.kakao.com/8332375
울프강스테이크하우스,양식,3.7, 465,서울 강남구 선릉로152길 21 영인빌딩 1층,https://place.map.kakao.com/26572124
중앙해장,해장국,4.0, 730,서울 강남구 영동대로86길 17 육인빌딩 1층,https://place.map.kakao.com/27531028
스케줄 청담,양식,3.0, 485,서울 강남구 선릉로152길 37 지하1층,https://place.map.kakao.com/1950123074
팀호완 삼성점,중식,3.5, 592,서울 강남구 봉은사로86길 30 1층,https://place.map.kakao.com/1770731230
카페노티드 청담,디저트카페,3.7," 1,718",서울 강남구 도산대로53길 15 1층,https://place.map.kakao.com/348276052
호족반 청담,퓨전한식,3.6, 550,서울 강남구 언주로164길 39,https://place.map.kakao.com/856589054
꽁티드툴레아 도산점,테마카페,3.2, 675,서울 강남구 도산대로49길 39 1층,https://place.map.kakao.com/179244712
구구당,퓨전요리,3.8, 748,서울 강남구 강남대로102길 35,https://place.map.kakao.com/260283466
카페캠프통 압구정살롱점,디저트카페,3.5, 763,서울 강남구 압구정로42길 27,https://place.map.kakao.com/858715549
랑데자뷰 강남점,카페,3.3, 576,서울 강남구 봉은사로6길 39 1층,https://place.map.kakao.com/714214219
다운타우너 청담,햄버거,4.2, 609,서울 강남구 도산대로53길 14 1층,https://place.map.kakao.com/1458885971
블루보틀 역삼 카페,카페,3.2, 184,서울 강남구 테헤란로 129 강남N타워 1층,https://place.map.kakao.com/495658881
바비레드 강남본점,양식,4.5, 838,서울 강남구 봉은사로6길 39 지하1층,https://place.map.kakao.com/18076495
진미평양냉면,냉면,3.7, 524,서울 강남구 학동로 305-3 정각빌딩 1층,https://place.map.kakao.com/27584230
영천영화 청담점,"육류,고기",3.5, 200,서울 강남구 도산대로90길 3,https://place.map.kakao.com/8332375
울프강스테이크하우스,양식,3.7, 465,서울 강남구 선릉로152길 21 영인빌딩 1층,https://place.map.kakao.com/26572124
중앙해장,해장국,4.0, 730,서울 강남구 영동대로86길 17 육인빌딩 1층,https://place.map.kakao.com/27531028
스케줄 청담,양식,3.0, 485,서울 강남구 선릉로152길 37 지하1층,https://place.map.kakao.com/1950123074
팀호완 삼성점,중식,3.5, 592,서울 강남구 봉은사로86길 30 1층,https://place.map.kakao.com/1770731230
카페노티드 청담,디저트카페,3.7," 1,718",서울 강남구 도산대로53길 15 1층,https://place.map.kakao.com/348276052
호족반 청담,퓨전한식,3.6, 550,서울 강남구 언주로164길 39,https://place.map.kakao.com/856589054
꽁티드툴레아 도산점,테마카페,3.2, 675,서울 강남구 도산대로49길 39 1층,https://place.map.kakao.com/179244712
구구당,퓨전요리,3.8, 748,서울 강남구 강남대로102길 35,https://place.map.kakao.com/260283466
카페캠프통 압구정살롱점,디저트카페,3.5, 763,서울 강남구 압구정로42길 27,https://place.map.kakao.com/858715549
랑데자뷰 강남점,카페,3.3, 576,서울 강남구 봉은사로6길 39 1층,https://place.map.kakao.com/714214219
다운타우너 청담,햄버거,4.2, 609,서울 강남구 도산대로53길 14 1층,https://place.map.kakao.com/1458885971
블루보틀 역삼 카페,카페,3.2, 184,서울 강남구 테헤란로 129 강남N타워 1층,https://place.map.kakao.com/495658881
바비레드 강남본점,양식,4.5, 838,서울 강남구 봉은사로6길 39 지하1층,https://place.map.kakao.com/18076495
진미평양냉면,냉면,3.7, 524,서울 강남구 학동로 305-3 정각빌딩 1층,https://place.map.kakao.com/27584230
영천영화 청담점,"육류,고기",3.5, 200,서울 강남구 도산대로90길 3,https://place.map.kakao.com/8332375
울프강스테이크하우스,양식,3.7, 465,서울 강남구 선릉로152길 21 영인빌딩 1층,https://place.map.kakao.com/26572124
중앙해장,해장국,4.0, 730,서울 강남구 영동대로86길 17 육인빌딩 1층,https://place.map.kakao.com/27531028
스케줄 청담,양식,3.0, 485,서울 강남구 선릉로152길 37 지하1층,https://place.map.kakao.com/1950123074
팀호완 삼성점,중식,3.5, 592,서울 강남구 봉은사로86길 30 1층,https://place.map.kakao.com/1770731230
카페노티드 청담,디저트카페,3.7," 1,718",서울 강남구 도산대로53길 15 1층,https://place.map.kakao.com/348276052
호족반 청담,퓨전한식,3.6, 550,서울 강남구 언주로164길 39,https://place.map.kakao.com/856589054
꽁티드툴레아 도산점,테마카페,3.2, 675,서울 강남구 도산대로49길 39 1층,https://place.map.kakao.com/179244712
구구당,퓨전요리,3.8, 748,서울 강남구 강남대로102길 35,https://place.map.kakao.com/260283466
카페캠프통 압구정살롱점,디저트카페,3.5, 763,서울 강남구 압구정로42길 27,https://place.map.kakao.com/858715549
